taxon	ERR2784756	ERR2784762	ERR2784782	ERR2784818	ERR2784799	ERR2784811	ERR2784807	ERR2784826	ERR2784808	ERR2784760	ERR2784757	ERR2784731	ERR2784817	ERR2784753	ERR2784796	ERR2784783	ERR2784781	ERR2784805	ERR2784806	ERR2784803	ERR2784797	ERR2784741	ERR2784730	ERR2784759	ERR2784809	ERR2784800	ERR2784754	ERR2784742	ERR2784827	ERR2784810	ERR2784728	ERR2784802	ERR2784801	ERR2784755	ERR2784804	ERR2784763	ERR2784761	ERR2784816	ERR2784752	ERR2784780	ERR2784824	ERR2784743	ERR2784729	ERR2784798
Faecalibacterium duncaniae	11283.0	2537.0	3174.0	6365.0	2487.0	293.0	87.0	1579.0	350.0	3029.0	10280.0	3382.0	6998.0	7791.0	2949.0	3122.0	3381.0	303.0	115.0	522.0	2843.0	3223.0	3512.0	9013.0	305.0	614.0	7041.0	2847.0	1437.0	273.0	4147.0	566.0	524.0	6602.0	395.0	2442.0	2715.0	7379.0	8531.0	3645.0	1834.0	2744.0	3970.0	2578.0
Phascolarctobacterium succinatutens	31.0	40.0	7281.0	101.0	6633.0	28.0	19.0	67.0	22.0	42.0	24.0	5920.0	122.0	28.0	7709.0	6853.0	7399.0	73.0	33.0	13398.0	7458.0	22.0	6170.0	21.0	35.0	15249.0	23.0	11.0	74.0	24.0	6555.0	13978.0	14386.0	16.0	101.0	41.0	56.0	158.0	25.0	7717.0	104.0	15.0	6352.0	6983.0
Butyricimonas paravirosa	20287.0	22.0	217.0	474.0	1863.0	23.0	11.0	21670.0	41.0	19.0	19652.0	330.0	505.0	81.0	2129.0	163.0	215.0	30.0	12.0	396.0	2153.0	1237.0	323.0	17555.0	45.0	449.0	82.0	1139.0	20425.0	31.0	386.0	406.0	493.0	58.0	33.0	10.0	20.0	505.0	91.0	244.0	23599.0	1048.0	364.0	1938.0
Intestinimonas butyriciproducens	9576.0	3661.0	3434.0	4973.0	3379.0	1232.0	289.0	5229.0	1461.0	3942.0	8955.0	621.0	5348.0	5423.0	4166.0	3175.0	3645.0	1004.0	289.0	762.0	3864.0	1147.0	632.0	8073.0	1279.0	947.0	4885.0	1032.0	5008.0	1302.0	741.0	797.0	878.0	4567.0	1130.0	3339.0	3707.0	5782.0	5759.0	3843.0	5939.0	925.0	725.0	3569.0
Bifidobacterium longum	3644.0	55.0	9823.0	5125.0	128.0	2400.0	21.0	6109.0	2967.0	55.0	3277.0	76.0	5561.0	5626.0	141.0	9147.0	10474.0	80.0	13.0	165.0	131.0	3945.0	120.0	2917.0	2731.0	169.0	5357.0	3667.0	5459.0	2614.0	116.0	148.0	180.0	5177.0	84.0	55.0	60.0	5887.0	6057.0	11462.0	6749.0	3446.0	81.0	125.0
[Ruminococcus] lactaris	717.0	220.0	10468.0	616.0	612.0	15267.0	78.0	930.0	16905.0	252.0	637.0	786.0	655.0	1163.0	742.0	10262.0	11125.0	225.0	72.0	327.0	738.0	509.0	891.0	539.0	16436.0	433.0	997.0	510.0	872.0	15971.0	976.0	326.0	391.0	1002.0	235.0	167.0	208.0	676.0	1150.0	11370.0	1033.0	420.0	949.0	685.0
Faecalibacterium sp. I3-3-89	1117.0	724.0	3910.0	3591.0	16951.0	509.0	80.0	1371.0	616.0	868.0	1063.0	499.0	3930.0	1230.0	20399.0	3571.0	4025.0	287.0	76.0	621.0	19171.0	1542.0	542.0	945.0	556.0	762.0	1134.0	1392.0	1185.0	531.0	569.0	653.0	681.0	1056.0	349.0	686.0	817.0	4194.0	1307.0	4416.0	1626.0	1357.0	582.0	18026.0
Vescimonas fastidiosa	1701.0	208.0	2581.0	12963.0	5802.0	134.0	451.0	6394.0	180.0	230.0	1583.0	656.0	14356.0	1667.0	7680.0	2318.0	2737.0	1517.0	417.0	734.0	6863.0	1819.0	774.0	1284.0	149.0	898.0	1487.0	1588.0	5939.0	167.0	902.0	778.0	877.0	1486.0	1756.0	184.0	219.0	15738.0	1853.0	2939.0	7795.0	1530.0	772.0	6281.0
Phascolarctobacterium faecium	6260.0	52.0	54.0	409.0	53.0	6097.0	2.0	42.0	6550.0	46.0	6136.0	33.0	495.0	12839.0	92.0	44.0	71.0	6.0	3.0	52.0	88.0	11228.0	32.0	5311.0	6408.0	83.0	11813.0	10578.0	27.0	6327.0	46.0	64.0	61.0	11128.0	18.0	47.0	50.0	559.0	13191.0	78.0	55.0	9736.0	45.0	59.0
Phascolarctobacterium sp. Marseille-Q4147	112.0	47.0	628.0	161.0	7098.0	12.0	31.0	98.0	17.0	61.0	118.0	6229.0	163.0	60.0	8315.0	559.0	612.0	117.0	32.0	13639.0	8017.0	11.0	6515.0	101.0	14.0	15680.0	42.0	7.0	87.0	14.0	6932.0	14407.0	14977.0	33.0	115.0	58.0	52.0	177.0	42.0	664.0	105.0	16.0	6723.0	7555.0
Haemophilus parainfluenzae	107.0	6.0	45.0	178.0	2666.0	19427.0	22.0	871.0	21830.0	10.0	99.0	18.0	185.0	906.0	3149.0	40.0	49.0	84.0	39.0	23.0	3157.0	5740.0	25.0	91.0	21397.0	25.0	855.0	5548.0	869.0	20537.0	28.0	21.0	23.0	754.0	89.0	10.0	9.0	208.0	969.0	58.0	997.0	5105.0	34.0	2883.0
Bacteroides maternus	7144.0	242.0	442.0	432.0	351.0	7112.0	11.0	8294.0	7956.0	324.0	6846.0	505.0	567.0	7387.0	388.0	454.0	510.0	36.0	13.0	105.0	420.0	2330.0	556.0	6019.0	7815.0	119.0	6923.0	2012.0	7789.0	7664.0	620.0	100.0	90.0	6389.0	47.0	255.0	262.0	603.0	7545.0	515.0	8822.0	1906.0	612.0	322.0
Lawsonibacter asaccharolyticus	1090.0	4846.0	3946.0	5619.0	6718.0	625.0	107.0	2100.0	712.0	5570.0	955.0	546.0	6122.0	2603.0	8301.0	3698.0	4052.0	399.0	110.0	954.0	7488.0	1108.0	631.0	827.0	691.0	1173.0	2424.0	966.0	1894.0	642.0	724.0	1011.0	1049.0	2225.0	510.0	4528.0	5089.0	6851.0	2893.0	4236.0	2480.0	915.0	673.0	7169.0
Mediterraneibacter faecis	3449.0	200.0	2726.0	2098.0	1867.0	519.0	149.0	2652.0	595.0	226.0	3314.0	3719.0	2302.0	7956.0	2144.0	2605.0	2833.0	541.0	201.0	2350.0	2044.0	2586.0	3986.0	2820.0	545.0	2776.0	7475.0	2381.0	2353.0	532.0	4423.0	2448.0	2641.0	7050.0	594.0	183.0	252.0	2423.0	8098.0	3044.0	2844.0	2241.0	4254.0	1860.0
Alistipes senegalensis	2336.0	322.0	4354.0	2424.0	2605.0	356.0	176.0	3221.0	431.0	375.0	2152.0	1052.0	2545.0	9318.0	3308.0	4096.0	4880.0	535.0	175.0	1957.0	3089.0	855.0	1133.0	1818.0	378.0	2325.0	8738.0	730.0	3104.0	386.0	1293.0	2102.0	2155.0	8068.0	694.0	352.0	359.0	2774.0	10570.0	5407.0	3758.0	747.0	1176.0	2835.0
Bacteroides nordii	2720.0	844.0	2432.0	3836.0	298.0	533.0	77.0	13706.0	548.0	999.0	2588.0	451.0	4090.0	1279.0	381.0	2368.0	2757.0	285.0	123.0	2725.0	338.0	4456.0	445.0	2382.0	546.0	3034.0	1086.0	4202.0	12916.0	545.0	530.0	2820.0	2897.0	1057.0	324.0	735.0	933.0	4408.0	1306.0	2788.0	14917.0	3966.0	486.0	335.0
Homo sapiens	1415.0	726.0	4081.0	4534.0	3674.0	1790.0	566.0	3040.0	2585.0	913.0	1221.0	1984.0	5447.0	1887.0	5588.0	3770.0	4816.0	1400.0	654.0	1626.0	4858.0	1172.0	2051.0	906.0	2277.0	2345.0	1626.0	990.0	2830.0	1963.0	2867.0	1854.0	2002.0	1508.0	1767.0	644.0	842.0	6387.0	2169.0	5488.0	4294.0	972.0	2570.0	4069.0
Ruminococcus callidus	3072.0	48.0	242.0	5805.0	2684.0	143.0	216.0	4592.0	172.0	67.0	2903.0	133.0	6273.0	7859.0	3205.0	178.0	263.0	783.0	238.0	3038.0	3097.0	174.0	95.0	2461.0	170.0	3948.0	7490.0	159.0	4421.0	141.0	130.0	3360.0	3640.0	6987.0	831.0	52.0	65.0	6346.0	8058.0	252.0	5469.0	120.0	150.0	2984.0
Alistipes sp. dk3624	23.0	24.0	717.0	6310.0	2629.0	4116.0	1.0	225.0	4751.0	29.0	25.0	28.0	6758.0	10646.0	3157.0	671.0	804.0	14.0	4.0	1286.0	3025.0	22.0	33.0	16.0	4423.0	1577.0	10176.0	16.0	168.0	4298.0	38.0	1435.0	1421.0	9368.0	18.0	21.0	30.0	7188.0	11370.0	899.0	225.0	22.0	33.0	2852.0
[Clostridium] scindens	1154.0	384.0	1683.0	1072.0	959.0	14596.0	39.0	847.0	16925.0	467.0	1046.0	1133.0	1103.0	1959.0	1168.0	1544.0	1763.0	198.0	66.0	325.0	1126.0	338.0	1320.0	817.0	16102.0	411.0	1812.0	316.0	759.0	15577.0	1441.0	378.0	374.0	1656.0	215.0	381.0	421.0	1224.0	2117.0	1867.0	1008.0	312.0	1351.0	1097.0
Alistipes megaguti	76.0	56.0	2048.0	842.0	413.0	33.0	73.0	1603.0	39.0	80.0	61.0	257.0	992.0	19277.0	565.0	1922.0	2259.0	227.0	76.0	897.0	519.0	190.0	273.0	55.0	26.0	1027.0	17688.0	155.0	1527.0	30.0	301.0	975.0	1025.0	16685.0	191.0	55.0	47.0	1010.0	21752.0	2563.0	1848.0	182.0	302.0	492.0
Bacteroides sp. M10	2801.0	9202.0	420.0	407.0	2207.0	1001.0	46.0	1491.0	1243.0	10323.0	2596.0	1165.0	489.0	1805.0	2643.0	436.0	441.0	155.0	57.0	2101.0	2495.0	3773.0	1233.0	2285.0	1124.0	2565.0	1621.0	3482.0	1417.0	1072.0	1375.0	2241.0	2424.0	1483.0	153.0	8616.0	9831.0	497.0	1891.0	484.0	1700.0	3173.0	1233.0	2335.0
Faecalibacterium taiwanense	1211.0	2783.0	2440.0	3615.0	3884.0	1151.0	92.0	1356.0	1381.0	3350.0	1155.0	1252.0	3952.0	5349.0	4941.0	2251.0	2731.0	243.0	70.0	485.0	4499.0	1914.0	1223.0	967.0	1293.0	613.0	4908.0	1786.0	1317.0	1177.0	1414.0	494.0	540.0	4767.0	290.0	2598.0	3070.0	4325.0	5739.0	2770.0	1611.0	1723.0	1350.0	4168.0
Phocaeicola salanitronis	501.0	14395.0	301.0	2771.0	701.0	693.0	52.0	1068.0	795.0	15971.0	491.0	703.0	3187.0	1289.0	834.0	316.0	331.0	197.0	67.0	478.0	801.0	2290.0	730.0	488.0	733.0	594.0	1050.0	2168.0	1023.0	741.0	847.0	456.0	542.0	1025.0	237.0	13707.0	15330.0	3346.0	1362.0	400.0	1288.0	1932.0	776.0	740.0
Coprobacter fastidiosus	14389.0	12.0	130.0	104.0	1448.0	42.0	9.0	9609.0	45.0	18.0	14285.0	56.0	122.0	4460.0	1634.0	106.0	141.0	27.0	7.0	31.0	1599.0	115.0	78.0	12944.0	61.0	29.0	4221.0	103.0	9189.0	58.0	82.0	23.0	36.0	4079.0	22.0	8.0	10.0	120.0	4602.0	135.0	10264.0	106.0	85.0	1489.0
Bifidobacterium adolescentis	3759.0	32.0	13031.0	6579.0	53.0	134.0	362.0	126.0	167.0	35.0	3466.0	49.0	7417.0	105.0	53.0	12034.0	14277.0	1225.0	369.0	266.0	68.0	80.0	63.0	2936.0	153.0	324.0	131.0	64.0	159.0	129.0	49.0	271.0	292.0	126.0	1395.0	26.0	41.0	7972.0	129.0	15307.0	164.0	38.0	53.0	46.0
Dysosmobacter welbionis	2487.0	1835.0	2063.0	4286.0	2238.0	441.0	267.0	4834.0	534.0	2085.0	2263.0	562.0	4617.0	4810.0	2632.0	1959.0	2045.0	925.0	261.0	613.0	2563.0	1517.0	577.0	2142.0	431.0	746.0	4608.0	1453.0	4438.0	464.0	638.0	609.0	706.0	4157.0	973.0	1679.0	1864.0	4982.0	5394.0	2287.0	5331.0	1343.0	607.0	2271.0
Catenibacterium sp. co_0103	312.0	17.0	49.0	117.0	142.0	72.0	801.0	46.0	86.0	18.0	293.0	8678.0	115.0	19.0	153.0	42.0	54.0	2062.0	896.0	88.0	183.0	16686.0	9311.0	226.0	87.0	85.0	25.0	15168.0	53.0	78.0	9705.0	71.0	90.0	18.0	2184.0	18.0	22.0	124.0	17.0	54.0	60.0	14799.0	9787.0	152.0
Parabacteroides johnsonii	574.0	372.0	2081.0	861.0	996.0	822.0	11.0	1732.0	918.0	436.0	584.0	4133.0	916.0	11348.0	1198.0	1955.0	2251.0	30.0	11.0	119.0	1183.0	850.0	4214.0	522.0	849.0	132.0	10350.0	761.0	1608.0	845.0	4706.0	124.0	147.0	9854.0	46.0	392.0	411.0	1044.0	11612.0	2270.0	1974.0	701.0	4404.0	1028.0
Paraprevotella xylaniphila	52.0	167.0	249.0	1067.0	1658.0	41.0	50.0	407.0	36.0	147.0	37.0	16418.0	1253.0	711.0	1936.0	214.0	264.0	170.0	44.0	523.0	1885.0	234.0	17353.0	38.0	43.0	661.0	654.0	250.0	395.0	55.0	17829.0	545.0	605.0	617.0	168.0	140.0	165.0	1261.0	737.0	286.0	497.0	228.0	17667.0	1685.0
Desulfovibrio piger	46.0	18.0	138.0	145.0	168.0	15.0	1040.0	29.0	27.0	34.0	31.0	17657.0	144.0	20.0	223.0	124.0	162.0	3145.0	985.0	85.0	193.0	24.0	18735.0	27.0	14.0	107.0	15.0	28.0	23.0	17.0	20560.0	80.0	93.0	22.0	3611.0	20.0	26.0	160.0	22.0	175.0	40.0	22.0	19307.0	195.0
Oscillibacter sp. PEA192	2172.0	1659.0	1022.0	5158.0	2003.0	550.0	95.0	2109.0	640.0	2001.0	1994.0	454.0	5410.0	6434.0	2526.0	949.0	1077.0	262.0	63.0	441.0	2239.0	1063.0	498.0	1790.0	578.0	565.0	6098.0	1007.0	2082.0	558.0	514.0	486.0	484.0	5598.0	280.0	1567.0	1749.0	5923.0	7176.0	1121.0	2484.0	977.0	513.0	2062.0
Faecalibacterium sp. IP-3-29	4385.0	6028.0	1333.0	2303.0	973.0	275.0	37.0	469.0	360.0	7227.0	3979.0	1145.0	2571.0	3481.0	1243.0	1312.0	1438.0	162.0	50.0	582.0	1185.0	1300.0	1176.0	3389.0	318.0	749.0	3324.0	1170.0	440.0	279.0	1337.0	647.0	662.0	3135.0	180.0	5838.0	6693.0	2739.0	3885.0	1571.0	506.0	1150.0	1255.0	1068.0
Enterocloster bolteae	917.0	605.0	731.0	636.0	1018.0	2326.0	24.0	3246.0	2687.0	679.0	830.0	7342.0	729.0	3009.0	1192.0	644.0	801.0	73.0	14.0	381.0	1143.0	995.0	7610.0	736.0	2578.0	425.0	2911.0	846.0	3045.0	2422.0	8405.0	419.0	406.0	2577.0	95.0	566.0	668.0	769.0	3165.0	858.0	3613.0	793.0	8070.0	1061.0
Bacteroides caecimuris	1991.0	1993.0	595.0	1189.0	1478.0	4691.0	23.0	1032.0	5493.0	2363.0	1820.0	639.0	1345.0	1413.0	1828.0	507.0	555.0	49.0	29.0	146.0	1719.0	7084.0	691.0	1678.0	5175.0	197.0	1394.0	6699.0	962.0	4989.0	767.0	145.0	163.0	1299.0	73.0	1898.0	2211.0	1387.0	1582.0	705.0	1239.0	6291.0	696.0	1545.0
Pusillibacter faecalis	1873.0	2492.0	1660.0	4364.0	2230.0	196.0	73.0	2238.0	243.0	2803.0	1749.0	830.0	4748.0	2980.0	2867.0	1572.0	1768.0	286.0	77.0	1115.0	2635.0	1363.0	847.0	1476.0	221.0	1356.0	2733.0	1275.0	2149.0	187.0	930.0	1160.0	1201.0	2545.0	304.0	2385.0	2705.0	5131.0	3114.0	1967.0	2650.0	1084.0	912.0	2461.0
Faecalibacillus intestinalis	4839.0	3871.0	4365.0	2711.0	3902.0	160.0	34.0	146.0	223.0	4220.0	4831.0	110.0	2830.0	113.0	4523.0	4154.0	4727.0	110.0	41.0	648.0	4582.0	183.0	113.0	4167.0	160.0	689.0	100.0	148.0	132.0	157.0	119.0	679.0	684.0	101.0	124.0	3634.0	4131.0	2806.0	134.0	4851.0	170.0	138.0	113.0	4086.0
Carjivirus communis	24.0	17.0	9.0	5156.0	13.0	52.0	0.0	19952.0	58.0	26.0	29.0	272.0	5450.0	36.0	23.0	7.0	19.0	4.0	4.0	4.0	31.0	45.0	300.0	15.0	54.0	16.0	24.0	30.0	19035.0	50.0	321.0	8.0	16.0	21.0	1.0	22.0	29.0	5429.0	33.0	15.0	21650.0	19.0	373.0	13.0
Bacteroides hominis	3095.0	3081.0	3106.0	1472.0	884.0	1188.0	34.0	1245.0	1354.0	3591.0	2955.0	3172.0	1610.0	1147.0	1088.0	2806.0	3169.0	95.0	29.0	640.0	1035.0	1763.0	3392.0	2585.0	1312.0	836.0	987.0	1585.0	1207.0	1226.0	3760.0	706.0	732.0	976.0	110.0	2903.0	3254.0	1657.0	1234.0	3213.0	1540.0	1502.0	3797.0	944.0
Bacteroides zhangwenhongii	1407.0	1619.0	455.0	830.0	2001.0	3333.0	11.0	1133.0	3872.0	1915.0	1361.0	490.0	884.0	1360.0	2551.0	435.0	513.0	83.0	26.0	194.0	2349.0	9434.0	479.0	1139.0	3678.0	283.0	1224.0	8512.0	1033.0	3617.0	548.0	236.0	253.0	1162.0	95.0	1597.0	1850.0	929.0	1445.0	569.0	1347.0	7978.0	499.0	2130.0
Anaerotruncus colihominis	1461.0	1987.0	992.0	1973.0	3121.0	491.0	22.0	4436.0	572.0	2221.0	1432.0	2385.0	2034.0	2477.0	3747.0	903.0	1086.0	100.0	29.0	518.0	3560.0	660.0	2598.0	1253.0	485.0	634.0	2268.0	567.0	3982.0	497.0	2754.0	561.0	574.0	2099.0	121.0	1930.0	2049.0	2235.0	2507.0	1197.0	4797.0	544.0	2642.0	3279.0
Faecalibacterium sp. I4-3-84	1385.0	1155.0	1423.0	3967.0	4951.0	673.0	34.0	1499.0	730.0	1449.0	1303.0	672.0	4280.0	2917.0	6001.0	1353.0	1546.0	113.0	40.0	472.0	5524.0	594.0	672.0	1088.0	694.0	514.0	2658.0	573.0	1378.0	649.0	760.0	433.0	458.0	2461.0	156.0	1216.0	1320.0	4611.0	3159.0	1589.0	1825.0	516.0	707.0	5179.0
Bacteroides sp. DH3716P	1333.0	5182.0	173.0	215.0	721.0	1105.0	31.0	3592.0	1266.0	5926.0	1277.0	1457.0	243.0	1505.0	800.0	148.0	175.0	110.0	46.0	1521.0	853.0	3075.0	1573.0	1077.0	1211.0	1866.0	1357.0	2826.0	3275.0	1160.0	1810.0	1668.0	1734.0	1290.0	140.0	4990.0	5584.0	245.0	1557.0	206.0	4160.0	2598.0	1631.0	755.0
Alistipes indistinctus	31.0	217.0	2363.0	209.0	6101.0	2135.0	21.0	153.0	2475.0	245.0	32.0	288.0	230.0	810.0	7247.0	2067.0	2460.0	68.0	17.0	4227.0	6846.0	19.0	344.0	26.0	2356.0	4978.0	713.0	21.0	114.0	2245.0	361.0	4412.0	4623.0	727.0	63.0	227.0	230.0	309.0	856.0	2671.0	178.0	16.0	380.0	6477.0
Alistipes sp. i18-0019-D1	310.0	105.0	3374.0	182.0	499.0	5812.0	24.0	670.0	6838.0	101.0	310.0	91.0	192.0	4776.0	630.0	3080.0	3618.0	62.0	21.0	111.0	583.0	386.0	100.0	256.0	6174.0	159.0	4466.0	333.0	665.0	6173.0	125.0	122.0	132.0	4191.0	64.0	89.0	96.0	229.0	5298.0	4026.0	757.0	366.0	113.0	519.0
Bacteroides sp. D2	2068.0	6742.0	528.0	283.0	1795.0	350.0	3.0	928.0	395.0	7565.0	1928.0	728.0	285.0	999.0	2153.0	500.0	650.0	17.0	5.0	296.0	1999.0	2991.0	822.0	1603.0	387.0	374.0	984.0	2779.0	899.0	399.0	864.0	312.0	336.0	869.0	19.0	6192.0	7261.0	339.0	1067.0	575.0	1123.0	2528.0	805.0	1904.0
Faecalibacterium sp. I2-3-92	5163.0	1105.0	1819.0	2351.0	591.0	203.0	46.0	651.0	245.0	1292.0	4705.0	1530.0	2589.0	3502.0	758.0	1655.0	1862.0	122.0	39.0	224.0	701.0	1546.0	1765.0	4048.0	243.0	314.0	3171.0	1440.0	674.0	238.0	1975.0	258.0	285.0	2888.0	153.0	975.0	1163.0	2813.0	3722.0	2047.0	816.0	1371.0	1799.0	626.0
Methanobrevibacter smithii	4.0	1.0	3.0	17502.0	541.0	31.0	670.0	4.0	36.0	2.0	2.0	26.0	18666.0	10.0	616.0	3.0	8.0	1581.0	732.0	308.0	654.0	3.0	14.0	5.0	24.0	335.0	7.0	0.0	2.0	24.0	28.0	326.0	351.0	4.0	1717.0	4.0	3.0	19141.0	4.0	2.0	3.0	1.0	24.0	572.0
Eubacterium ramulus	2690.0	3134.0	1109.0	717.0	1240.0	1141.0	107.0	604.0	1270.0	3449.0	2561.0	737.0	745.0	2718.0	1410.0	981.0	1159.0	294.0	103.0	686.0	1397.0	1940.0	760.0	2171.0	1314.0	813.0	2465.0	1772.0	652.0	1147.0	809.0	759.0	720.0	2272.0	335.0	2980.0	3454.0	780.0	2659.0	1235.0	700.0	1655.0	819.0	1278.0
Blautia massiliensis (ex Durand et al. 2017)	1586.0	1476.0	2967.0	1886.0	915.0	662.0	115.0	2413.0	759.0	1707.0	1479.0	1079.0	2019.0	1586.0	1129.0	2641.0	3245.0	371.0	108.0	453.0	1055.0	1408.0	1073.0	1232.0	755.0	514.0	1446.0	1270.0	2250.0	713.0	1300.0	483.0	468.0	1363.0	404.0	1350.0	1597.0	2199.0	1827.0	3364.0	2775.0	1158.0	1196.0	961.0
Blautia luti	1500.0	587.0	1871.0	2548.0	901.0	1414.0	103.0	3065.0	1713.0	706.0	1346.0	923.0	2966.0	1603.0	1111.0	1671.0	2019.0	279.0	92.0	585.0	1092.0	920.0	980.0	1136.0	1539.0	785.0	1429.0	837.0	2924.0	1505.0	1171.0	654.0	663.0	1348.0	301.0	604.0	690.0	3063.0	1548.0	2057.0	3630.0	839.0	1065.0	956.0
Parabacteroides goldsteinii	479.0	307.0	534.0	1044.0	1935.0	2147.0	224.0	672.0	2443.0	336.0	377.0	1750.0	1183.0	4095.0	2334.0	501.0	566.0	690.0	248.0	298.0	2296.0	1395.0	1827.0	371.0	2395.0	338.0	3730.0	1240.0	669.0	2063.0	1910.0	315.0	314.0	3626.0	784.0	251.0	345.0	1397.0	4379.0	594.0	825.0	1244.0	1869.0	2098.0
Clostridioides difficile	862.0	486.0	2415.0	1980.0	1014.0	436.0	47.0	1585.0	528.0	548.0	835.0	1183.0	2180.0	4271.0	1269.0	2286.0	2481.0	153.0	54.0	550.0	1216.0	506.0	1230.0	724.0	452.0	667.0	4029.0	470.0	1414.0	405.0	1428.0	614.0	631.0	3899.0	197.0	489.0	505.0	2202.0	4535.0	2740.0	1781.0	443.0	1390.0	1040.0
Subdoligranulum variabile	1730.0	2180.0	2984.0	2860.0	1702.0	180.0	27.0	1273.0	195.0	2740.0	1533.0	542.0	3209.0	1136.0	2162.0	2735.0	3264.0	113.0	40.0	356.0	2026.0	368.0	558.0	1315.0	188.0	483.0	987.0	348.0	1203.0	180.0	655.0	404.0	440.0	951.0	163.0	2076.0	2396.0	3422.0	1196.0	3426.0	1552.0	284.0	616.0	1781.0
Oscillibacter hominis	2097.0	442.0	1641.0	4224.0	2101.0	113.0	119.0	2015.0	185.0	532.0	1943.0	364.0	4669.0	1059.0	2831.0	1570.0	1735.0	395.0	108.0	510.0	2530.0	1046.0	384.0	1730.0	139.0	649.0	1053.0	1000.0	1778.0	143.0	482.0	552.0	583.0	976.0	466.0	462.0	496.0	4940.0	1183.0	1899.0	2470.0	898.0	437.0	2188.0
Bacteroides luhongzhouii	2814.0	2365.0	313.0	473.0	1749.0	1920.0	4.0	767.0	2092.0	2741.0	2664.0	744.0	492.0	1701.0	2111.0	283.0	341.0	19.0	6.0	175.0	2113.0	2661.0	758.0	2276.0	2055.0	214.0	1599.0	2544.0	682.0	2038.0	790.0	167.0	183.0	1563.0	19.0	2249.0	2565.0	582.0	1852.0	337.0	830.0	2330.0	766.0	1961.0
Faecalibacterium sp. I4-1-79	3256.0	481.0	3060.0	1612.0	1091.0	581.0	37.0	2231.0	737.0	568.0	3019.0	1230.0	1666.0	724.0	1407.0	2724.0	3165.0	127.0	34.0	330.0	1317.0	1070.0	1265.0	2656.0	638.0	410.0	691.0	1042.0	2171.0	696.0	1522.0	295.0	358.0	706.0	158.0	437.0	504.0	1888.0	899.0	3421.0	2671.0	889.0	1376.0	1168.0
Eubacterium ventriosum	732.0	662.0	2322.0	4472.0	703.0	664.0	125.0	1147.0	779.0	773.0	721.0	585.0	4599.0	3456.0	885.0	2296.0	2438.0	272.0	117.0	381.0	867.0	183.0	569.0	559.0	704.0	436.0	3177.0	152.0	1069.0	697.0	654.0	404.0	421.0	2993.0	300.0	568.0	732.0	4898.0	3464.0	2527.0	1215.0	175.0	635.0	753.0
Coprococcus catus	625.0	1430.0	2805.0	1538.0	2638.0	867.0	101.0	2099.0	980.0	1567.0	615.0	671.0	1697.0	722.0	3187.0	2649.0	2905.0	276.0	122.0	671.0	2983.0	325.0	685.0	486.0	949.0	834.0	677.0	280.0	1964.0	897.0	782.0	744.0	749.0	658.0	297.0	1327.0	1545.0	1777.0	840.0	3036.0	2338.0	281.0	699.0	2827.0
Clostridium sp. M62/1	1043.0	650.0	1473.0	1696.0	1909.0	794.0	48.0	1447.0	995.0	760.0	1007.0	1022.0	1826.0	2304.0	2346.0	1451.0	1602.0	168.0	64.0	1298.0	2197.0	808.0	1086.0	864.0	929.0	1561.0	2167.0	766.0	1328.0	841.0	1114.0	1329.0	1431.0	2003.0	206.0	664.0	724.0	1867.0	2382.0	1784.0	1559.0	702.0	1136.0	2116.0
Faecalibacterium hominis (ex Afrizal et al. 2022)	3952.0	1119.0	1200.0	2332.0	683.0	125.0	30.0	358.0	162.0	1348.0	3560.0	1287.0	2670.0	3279.0	816.0	1184.0	1307.0	88.0	33.0	255.0	738.0	912.0	1357.0	3102.0	126.0	318.0	2999.0	917.0	299.0	120.0	1629.0	260.0	272.0	2915.0	116.0	1013.0	1207.0	2855.0	3556.0	1396.0	382.0	815.0	1387.0	721.0
Mycobacterium canetti	449.0	524.0	2853.0	1812.0	527.0	1904.0	288.0	364.0	2713.0	751.0	333.0	1312.0	1838.0	1309.0	869.0	2536.0	3064.0	470.0	311.0	1119.0	660.0	353.0	1335.0	329.0	2039.0	1658.0	1192.0	306.0	326.0	2109.0	1845.0	1296.0	1281.0	1105.0	655.0	526.0	561.0	2285.0	1708.0	3810.0	423.0	259.0	1505.0	626.0
uncultured Subdoligranulum sp.	1470.0	2776.0	2481.0	2732.0	1058.0	72.0	31.0	1231.0	85.0	3458.0	1294.0	450.0	3006.0	1029.0	1490.0	2266.0	2742.0	84.0	26.0	340.0	1325.0	371.0	530.0	1036.0	74.0	451.0	901.0	361.0	1110.0	77.0	620.0	394.0	407.0	852.0	116.0	2542.0	2925.0	3314.0	1198.0	3018.0	1460.0	294.0	542.0	1277.0
Bacteroides sp. KFT8	2738.0	3280.0	226.0	219.0	1535.0	996.0	1.0	1505.0	1120.0	3814.0	2821.0	402.0	255.0	1250.0	1849.0	199.0	257.0	0.0	2.0	201.0	1845.0	2236.0	430.0	2387.0	1138.0	250.0	1131.0	1985.0	1451.0	1063.0	504.0	221.0	230.0	1047.0	13.0	3107.0	3672.0	232.0	1287.0	253.0	1776.0	1937.0	469.0	1647.0
