taxon	ERR2784756	ERR2784762	ERR2784782	ERR2784818	ERR2784799	ERR2784811	ERR2784807	ERR2784826	ERR2784808	ERR2784760	ERR2784757	ERR2784731	ERR2784817	ERR2784753	ERR2784796	ERR2784783	ERR2784781	ERR2784805	ERR2784806	ERR2784803	ERR2784797	ERR2784741	ERR2784730	ERR2784759	ERR2784809	ERR2784800	ERR2784754	ERR2784742	ERR2784827	ERR2784810	ERR2784728	ERR2784802	ERR2784801	ERR2784755	ERR2784804	ERR2784763	ERR2784761	ERR2784816	ERR2784752	ERR2784780	ERR2784824	ERR2784743	ERR2784729	ERR2784798
Pseudomonas sp. L5B5	1.0	0.0	2.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	6.0	6.0	2.0	2.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	2.0	0.0	1.0	4.0	5.0	3.0	3.0	4.0	0.0	2.0
Candidatus Filomicrobium marinum	4.0	0.0	5.0	0.0	3.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	1.0	2.0	0.0	0.0	2.0	6.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	3.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	13.0	0.0	0.0	10.0
Zunongwangia sp. HGR-M22	3.0	5.0	0.0	5.0	2.0	3.0	0.0	0.0	1.0	11.0	1.0	0.0	3.0	0.0	1.0	1.0	2.0	4.0	0.0	0.0	3.0	1.0	2.0	2.0	1.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	5.0	6.0	3.0	1.0	2.0	0.0	0.0	2.0	2.0
Methylophilus methylotrophus	0.0	0.0	5.0	9.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	4.0	6.0	1.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	1.0	0.0	2.0	4.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	13.0	3.0	7.0	4.0	1.0	1.0	3.0
Bradyrhizobium commune	0.0	0.0	3.0	3.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	8.0	6.0	1.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	13.0	0.0	5.0	1.0	0.0	0.0	9.0
Congregibacter litoralis	2.0	1.0	4.0	8.0	5.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	7.0	0.0	6.0	4.0	3.0	1.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	9.0	0.0	2.0	2.0	1.0	1.0	5.0
Variovorax sp. PBL-E5	0.0	0.0	1.0	3.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	14.0	1.0	1.0	0.0	0.0	1.0	13.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	11.0	1.0	0.0	3.0	0.0	1.0	7.0
Psychrobium sp. nBUS_13	0.0	1.0	1.0	9.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	1.0	0.0	0.0	14.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	6.0	0.0	1.0	1.0	0.0	2.0	0.0
Metapseudomonas boanensis	1.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	9.0	2.0	4.0	4.0	3.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	5.0	1.0	1.0	0.0	3.0	0.0	1.0	4.0	2.0	7.0	1.0	1.0	2.0	4.0
Variovorax sp. 38R	9.0	0.0	2.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	10.0	2.0	2.0	0.0	0.0	0.0	9.0	0.0	1.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	0.0	8.0
Pirellula sp. SH-Sr6A	1.0	1.0	3.0	5.0	8.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	5.0	0.0	7.0	1.0	1.0	1.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	9.0	1.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	4.0	0.0	3.0	4.0
Rhodococcus triatomae	2.0	0.0	5.0	1.0	7.0	0.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	0.0	4.0	1.0	3.0	2.0	0.0	6.0	5.0	0.0	1.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	3.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	2.0
Azospirillum thiophilum	0.0	1.0	3.0	3.0	5.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	3.0	2.0	1.0	1.0	1.0	0.0	1.0	6.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	3.0	1.0	2.0	2.0	0.0	4.0	3.0	0.0	0.0	6.0	2.0	5.0	1.0	1.0	0.0	4.0
Arthrobacter gengyunqii	5.0	1.0	1.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	6.0	2.0	7.0	0.0	3.0	0.0	0.0	3.0	9.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0	1.0	1.0	2.0	0.0	0.0	3.0
Frondihabitans sp. PAMC 28766	1.0	1.0	1.0	5.0	2.0	0.0	0.0	3.0	3.0	1.0	2.0	0.0	5.0	0.0	2.0	5.0	5.0	1.0	0.0	2.0	1.0	1.0	0.0	2.0	0.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	5.0	3.0	8.0	1.0	1.0	2.0	2.0
Pseudomonas sp. KU26590	1.0	1.0	1.0	6.0	7.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	4.0	3.0	6.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	4.0	6.0	2.0	0.0	1.0	5.0	9.0
Mesorhizobium onobrychidis	0.0	0.0	3.0	4.0	1.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	3.0	5.0	0.0	0.0	1.0	2.0	3.0	2.0	1.0	0.0	0.0	0.0	2.0	5.0	0.0	1.0	1.0	2.0	0.0	3.0	0.0	0.0	5.0	6.0	5.0	6.0	2.0	2.0	0.0
Leifsonia sp. McL0608	2.0	0.0	3.0	6.0	3.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	9.0	5.0	8.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	9.0	4.0	5.0	0.0	0.0	1.0	5.0
Methyloprofundus sp.	0.0	0.0	0.0	6.0	5.0	0.0	6.0	1.0	0.0	0.0	0.0	1.0	3.0	3.0	4.0	1.0	1.0	8.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	1.0	0.0	3.0	9.0	0.0	0.0	5.0	2.0	2.0	1.0	1.0	0.0	4.0
symbiont of Argiope bruennichi	0.0	0.0	1.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	5.0	2.0	0.0	7.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	21.0	2.0	1.0	0.0	0.0	1.0	5.0
Microbacterium horticulturae	5.0	0.0	2.0	3.0	2.0	1.0	1.0	3.0	0.0	0.0	1.0	1.0	5.0	0.0	3.0	0.0	0.0	3.0	1.0	1.0	4.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	10.0	0.0	1.0	0.0	6.0	0.0	2.0	0.0	1.0	2.0	1.0	2.0	5.0	0.0	1.0	5.0
Flavobacterium nitrogenifigens	1.0	0.0	5.0	3.0	1.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	1.0	3.0	6.0	1.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	10.0	3.0	0.0	0.0	3.0
Alysiella filiformis	2.0	1.0	3.0	7.0	3.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	5.0	2.0	9.0	2.0	1.0	1.0	0.0	1.0	8.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0	0.0	4.0	0.0	7.0	4.0	0.0	0.0	0.0
Pseudomonas sp. DG56-2	1.0	1.0	2.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	3.0	1.0	3.0	2.0	3.0	3.0	0.0	1.0	2.0	5.0	3.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	4.0	1.0	0.0	0.0	1.0	1.0	0.0	5.0	1.0	3.0	8.0	4.0	2.0	3.0
Janthinobacterium sp. PAMC25594	1.0	0.0	2.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	4.0	1.0	0.0	3.0	2.0	1.0	1.0	0.0	2.0	2.0	1.0	10.0	1.0	0.0	1.0	0.0	4.0	0.0	0.0	7.0	4.0	2.0	0.0	1.0	2.0	0.0	3.0	2.0	1.0	2.0	2.0	10.0	0.0
Staphylococcus saprophyticus	3.0	0.0	5.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	3.0	3.0	5.0	4.0	6.0	1.0	0.0	1.0	1.0	0.0	5.0	3.0	2.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	4.0	1.0	13.0	0.0	0.0	2.0	0.0
Limosilactobacillus panis	1.0	0.0	3.0	4.0	3.0	2.0	1.0	5.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	5.0	3.0	1.0	1.0	6.0	4.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	5.0	2.0	1.0	1.0	0.0	1.0	1.0
Thiohalobacter sp. COW1	1.0	0.0	0.0	5.0	3.0	0.0	0.0	6.0	0.0	0.0	4.0	0.0	7.0	1.0	7.0	1.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	4.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	7.0	0.0	2.0	13.0	0.0	0.0	3.0
Levilactobacillus namurensis	3.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	10.0	0.0	4.0	5.0	1.0	1.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0	1.0	10.0	4.0	1.0	6.0	1.0	0.0	5.0
Spiroplasma endosymbiont of Othius punctulatus	2.0	1.0	1.0	2.0	5.0	0.0	6.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	6.0	1.0	4.0	2.0	0.0	0.0	6.0	1.0	2.0	2.0	0.0	2.0	4.0	0.0	0.0	1.0	0.0	1.0	3.0	4.0	1.0	0.0	0.0	2.0	1.0	6.0	0.0	1.0	1.0	5.0
Ruegeria sp. B32	0.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	1.0	5.0	1.0	1.0	1.0	0.0	3.0	3.0	1.0	8.0	2.0	0.0	5.0	3.0	2.0	0.0	0.0	2.0	2.0	3.0	0.0	2.0	0.0	0.0	5.0	0.0	3.0	0.0	1.0	6.0	2.0
Microbacterium sp. zg-Y818	5.0	1.0	0.0	4.0	5.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	10.0	1.0	1.0	0.0	0.0	1.0	7.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	4.0	6.0	3.0	9.0
Photobacterium piscicola	2.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5.0	4.0	2.0	0.0	2.0	2.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	1.0	2.0	0.0	0.0	6.0	7.0	3.0	0.0	0.0	0.0	8.0	5.0	1.0	1.0	1.0	1.0	1.0
Sphingopyxis sp. QXT-31	0.0	0.0	0.0	4.0	1.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	6.0	0.0	2.0	3.0	4.0	3.0	0.0	6.0	4.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	6.0	3.0	3.0	7.0	0.0	2.0	3.0
Nocardioides sp. CF8	1.0	0.0	2.0	3.0	1.0	0.0	0.0	3.0	2.0	1.0	2.0	1.0	4.0	0.0	3.0	3.0	5.0	1.0	0.0	6.0	2.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	1.0	3.0	0.0	6.0	2.0	0.0	2.0	4.0
Agrobacterium leguminum	1.0	0.0	3.0	11.0	2.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	14.0	1.0	7.0	5.0	1.0	1.0	0.0	0.0	6.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	8.0	0.0	0.0	1.0
Pseudarthrobacter sp. H2	0.0	2.0	4.0	2.0	3.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	5.0	0.0	2.0	4.0	1.0	2.0	0.0	3.0	6.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	3.0	0.0	1.0	1.0	3.0	0.0	1.0	1.0	0.0	7.0	0.0	5.0	2.0	2.0	1.0	4.0
Barrientosiimonas humi	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	3.0	3.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	16.0	0.0	0.0	0.0	3.0	14.0	8.0	0.0	0.0	0.0	3.0
Nocardioides sp. NBC_00850	0.0	0.0	0.0	3.0	4.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	8.0	7.0	3.0	1.0	1.0	0.0	1.0	6.0	0.0	0.0	0.0	1.0	7.0	2.0	0.0	1.0	0.0	1.0	1.0	6.0	4.0	0.0	0.0	0.0	7.0	8.0	2.0	1.0	0.0	1.0	0.0
Luteimonas granuli	2.0	1.0	1.0	6.0	4.0	1.0	0.0	4.0	0.0	3.0	0.0	0.0	2.0	0.0	6.0	2.0	3.0	1.0	0.0	2.0	3.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	4.0	1.0	1.0	3.0	0.0	1.0	8.0	0.0	1.0	3.0	1.0	2.0	3.0	0.0	0.0	4.0
Streptomyces sp. 71268	1.0	0.0	4.0	3.0	3.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	6.0	1.0	6.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	13.0	0.0	3.0	9.0	0.0	1.0	2.0
Ralstonia sp. 25C	10.0	0.0	1.0	2.0	4.0	0.0	0.0	1.0	0.0	0.0	5.0	1.0	7.0	1.0	4.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	7.0	1.0	2.0	1.0	0.0	2.0	0.0	1.0	1.0	3.0	1.0	3.0	0.0	2.0	4.0	2.0	5.0	1.0	1.0	0.0	1.0
Pseudarthrobacter sp. BIM B-2242	0.0	0.0	5.0	3.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	4.0	0.0	3.0	11.0	7.0	1.0	0.0	3.0	1.0	0.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0	0.0	1.0	6.0	1.0	5.0	3.0	0.0	1.0	2.0
Methanimicrococcus stummii	0.0	1.0	4.0	3.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	2.0	7.0	0.0	5.0	5.0	3.0	0.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	1.0	2.0	1.0	11.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	5.0	0.0	2.0	5.0	0.0	1.0	1.0
Sorangium sp. So ce1182	1.0	0.0	9.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	7.0	10.0	9.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	21.0	1.0	0.0	0.0	2.0
Streptomyces sp. NBC_00663	2.0	0.0	3.0	4.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	6.0	2.0	3.0	0.0	0.0	0.0	8.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	3.0	5.0	2.0	2.0	4.0
Flagellimonas ruestringensis	1.0	0.0	1.0	5.0	1.0	1.0	1.0	4.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0	3.0	1.0	1.0	2.0	4.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	3.0	3.0	0.0	1.0	10.0	4.0	4.0	5.0	3.0	1.0	0.0
Streptosporangium sp. NBC_01639	2.0	0.0	1.0	7.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	5.0	0.0	6.0	0.0	4.0	2.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	7.0	1.0	0.0	3.0	0.0	1.0	3.0	1.0	2.0	2.0	1.0	0.0	7.0	3.0	2.0	7.0	0.0	0.0	0.0
Vibrio sp. SCSIO 43132	2.0	0.0	0.0	3.0	0.0	2.0	4.0	0.0	0.0	0.0	2.0	1.0	4.0	0.0	0.0	0.0	2.0	7.0	7.0	3.0	1.0	3.0	0.0	1.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	2.0	2.0	1.0	15.0	0.0	0.0	5.0	2.0	2.0	0.0	2.0	0.0	1.0
Shewanella livingstonensis	0.0	0.0	2.0	1.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	2.0	8.0	1.0	2.0	4.0	5.0	3.0	3.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	2.0	8.0	0.0	0.0	7.0	3.0	5.0	0.0	1.0	6.0	2.0
Streptomyces sp. NBC_00691	5.0	0.0	1.0	3.0	1.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	3.0	3.0	8.0	1.0	3.0	2.0	0.0	1.0	2.0	1.0	3.0	4.0	1.0	1.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	2.0	2.0	0.0	1.0	5.0	1.0	1.0	2.0	1.0	2.0	6.0
Ferrimonas lipolytica	4.0	1.0	0.0	5.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	9.0	1.0	8.0	0.0	2.0	3.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	2.0	6.0	2.0	1.0	2.0	0.0	1.0	4.0	0.0	4.0	1.0	1.0	0.0	3.0
Candidatus Planktophila versatilis	1.0	0.0	3.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0	3.0	3.0	6.0	2.0	1.0	1.0	0.0	3.0	2.0	5.0	1.0	2.0	0.0	3.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	2.0	3.0	4.0	3.0	1.0	2.0	4.0	3.0
Psychrosphaera aestuarii	1.0	0.0	0.0	4.0	1.0	0.0	6.0	2.0	1.0	0.0	1.0	0.0	9.0	0.0	4.0	0.0	2.0	16.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	11.0	1.0	1.0	6.0	0.0	0.0	0.0	1.0	0.0	1.0
Methanosarcina acetivorans	1.0	0.0	0.0	0.0	5.0	2.0	1.0	1.0	3.0	0.0	0.0	0.0	3.0	1.0	10.0	2.0	3.0	0.0	1.0	0.0	9.0	5.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	4.0	0.0	1.0	2.0	1.0	1.0	9.0
Poseidonibacter parvus	0.0	0.0	5.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	0.0	6.0	4.0	0.0	3.0	1.0	3.0	5.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	13.0	0.0	9.0	0.0	0.0	0.0	3.0
Micromonospora sp. NBC_00389	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	11.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	18.0	0.0	0.0	1.0	2.0	0.0	1.0	10.0	1.0	0.0	0.0	4.0	14.0	2.0	0.0	1.0	1.0	0.0
Synechococcus sp. KORDI-100	1.0	0.0	1.0	2.0	6.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	7.0	10.0	1.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	2.0	0.0	1.0	0.0	0.0	5.0	2.0	0.0	0.0	5.0	7.0	2.0	3.0	0.0	0.0	3.0
Streptococcus parapneumoniae	1.0	1.0	2.0	5.0	1.0	6.0	1.0	2.0	3.0	1.0	0.0	2.0	2.0	4.0	2.0	0.0	0.0	4.0	4.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	4.0	3.0	5.0	3.0	0.0	0.0	1.0	5.0	0.0	0.0	3.0	3.0	0.0	5.0	1.0	0.0	0.0
Corynebacterium minutissimum	5.0	0.0	3.0	4.0	1.0	1.0	0.0	2.0	3.0	0.0	5.0	2.0	5.0	0.0	2.0	1.0	4.0	0.0	0.0	3.0	2.0	0.0	5.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	4.0	1.0	1.0	3.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	2.0	3.0
Bradyrhizobium sp. CB1650	0.0	0.0	4.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	5.0	2.0	13.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	3.0	1.0	0.0	3.0	3.0	11.0	1.0	0.0	1.0	3.0
Sphingobium naphthae	1.0	0.0	1.0	13.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	14.0	4.0	1.0	5.0	5.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	11.0	0.0	8.0	1.0	0.0	0.0	0.0
Pseudomonas sp. ADAK18	2.0	0.0	7.0	2.0	5.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	4.0	1.0	6.0	1.0	3.0	2.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	1.0	2.0	0.0	5.0	0.0	0.0	1.0	1.0	7.0	0.0	0.0	3.0	4.0
Methylotenera versatilis	0.0	0.0	3.0	6.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	6.0	6.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	4.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	0.0	0.0	9.0	6.0	4.0	2.0	0.0	0.0	4.0
Paraburkholderia caledonica	3.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	10.0	2.0	6.0	4.0	5.0	2.0	0.0	2.0	3.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0	1.0	3.0	5.0	0.0	2.0	4.0
Paramicrobacterium fandaimingii	5.0	2.0	2.0	2.0	1.0	0.0	0.0	2.0	0.0	5.0	5.0	0.0	5.0	0.0	4.0	1.0	0.0	2.0	0.0	1.0	5.0	2.0	4.0	0.0	2.0	1.0	1.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	1.0	4.0	0.0	0.0	5.0	0.0	1.0	5.0
Nitrosococcus wardiae	0.0	1.0	1.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	8.0	6.0	3.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	2.0	4.0	6.0	0.0	0.0	6.0
Pseudomonas viciae	0.0	1.0	4.0	0.0	1.0	0.0	0.0	18.0	1.0	0.0	0.0	2.0	3.0	0.0	2.0	2.0	1.0	3.0	0.0	3.0	1.0	0.0	1.0	2.0	0.0	5.0	0.0	0.0	7.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	14.0	0.0	0.0	0.0
Pseudarthrobacter sp. NS4	4.0	0.0	9.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	2.0	7.0	5.0	2.0	1.0	2.0	1.0	0.0	2.0	4.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	3.0	8.0	1.0	1.0	3.0	1.0
Mycolicibacterium doricum	1.0	0.0	4.0	10.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	3.0	3.0	12.0	1.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	11.0	0.0	8.0	0.0	0.0	0.0	0.0
Pseudoxanthomonas japonensis	0.0	2.0	0.0	5.0	3.0	0.0	1.0	0.0	3.0	1.0	2.0	0.0	14.0	2.0	0.0	3.0	3.0	1.0	0.0	1.0	5.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	4.0	6.0	5.0	2.0	0.0	2.0	1.0	2.0
